task,time,text,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,idresponse.text,heartbeatresponse.text,confidenceslider.response,confidenceslider.rt,text_2.started,text_2.stopped,key_guess.keys,key_guess.rt,key_guess.started,key_guess.stopped,text_3.started,text_3.stopped,key_noguess.keys,key_noguess.rt,key_noguess.started,key_noguess.stopped,text_4.started,text_4.stopped,key_noguess_perturbed.keys,key_noguess_perturbed.rt,key_noguess_perturbed.started,key_noguess_perturbed.stopped,text_perturbed.started,text_perturbed.stopped,participant,session,date,expName,psychopyVersion,frameRate
Count20,20,+,0,0,0,0,ID 006,Enter Number  10,0.90462963,8.180743029,,,,,,,,,,,,,,,,,,,,,6,1,2021_Feb_17_1451,Heartbeat,2020.2.10,59.86809465
Count35,35,+,0,1,1,3,,Enter Number 16,0.90462963,38.5602264,,,,,,,,,,,,,,,,,,,,,6,1,2021_Feb_17_1451,Heartbeat,2020.2.10,59.86809465
Count30,30,+,0,2,2,2,,Enter Number  14,0.865740741,3.329713511,,,,,,,,,,,,,,,,,,,,,6,1,2021_Feb_17_1451,Heartbeat,2020.2.10,59.86809465
Count40,40,+,0,3,3,4,,Enter Number   16,0.865740741,1.99714775,,,,,,,,,,,,,,,,,,,,,6,1,2021_Feb_17_1451,Heartbeat,2020.2.10,59.86809465
Count25,25,+,0,4,4,1,,Enter Number   10 ,0.9,3.013925692,,,,,,,,,,,,,,,,,,,,,6,1,2021_Feb_17_1451,Heartbeat,2020.2.10,59.86809465
,,,,,,,,,,,356.6283079,None,"['space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space']","[2.5810557464137673, 5.141003366094083, 7.781018340960145, 10.349163733422756, 12.9729506210424, 15.525024477392435, 17.973110700957477, 20.65283165453002, 23.156999193131924, 25.47704726178199, 27.565062165260315, 29.605081246234477, 31.36507390625775, 33.34139358950779, 35.36506075365469, 37.34889843035489, 39.437084641773254, 41.524961279239506, 44.23708804231137, 46.57307996833697, 48.87705233041197, 51.12548681721091, 53.42100251885131, 56.13316232478246, 59.005068350117654]",419.9052483,None,,,,,,,,,,,,,,,6,1,2021_Feb_17_1451,Heartbeat,2020.2.10,59.86809465
,,,,,,,,,,,480.8991829,None,,,,,419.9052483,None,"['space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space']","[2.236948813777417, 4.6930974326096475, 7.517060247715563, 10.061131057795137, 12.75700856000185, 15.709134322125465, 18.52500747470185, 21.541086710058153, 24.764916328247637, 27.797301927115768, 30.965112787205726, 33.72483854042366, 36.54910355107859, 39.58099318994209, 42.23708932520822, 45.18907874636352, 47.75716511160135, 50.797023470979184, 53.43705031555146, 56.253156690858305, 58.82117889588699]",515.1291494,None,,,,,,,,,6,1,2021_Feb_17_1451,Heartbeat,2020.2.10,59.86809465
,,,,,,,,,,,576.1060796,None,,,,,,,,,,,515.1291494,None,"['space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space']","[-1.264518533833325, -0.4405576433055103, 0.591638361569494, 1.8153419042937458, 2.9915478308685124, 4.0715009812265635, 5.263928258791566, 6.223549879156053, 7.111423821654171, 8.119576041121036, 9.055545574985445, 9.983630438800901, 10.97566717211157, 12.111679180059582, 12.975608786102384, 13.8237831662409, 14.703565521165729, 15.607406419236213, 16.431453926023096, 17.35149115184322, 18.18353176023811, 18.97561937244609, 19.791419381741434, 20.575681030750275, 21.351555632892996, 22.087326783221215, 22.799563581123948, 23.647435766179115, 24.447416389361024, 25.271593821235, 26.1194769134745, 26.919655792415142, 27.66363754775375, 28.351560124196112, 29.119510276708752, 29.86372012225911, 30.639579325914383, 31.359300433658063, 32.21559623628855, 33.031587443780154, 33.77556470781565, 34.51147957704961, 35.19963569752872, 35.999298406299204, 36.711571134161204, 37.44758994318545, 38.13555037416518, 38.959530191961676, 39.647420367691666, 40.38356878049672, 41.0236203270033, 41.70358348637819, 42.53558271145448, 43.28754441533238, 43.983490569051355, 44.671529275830835, 45.343493558932096, 46.18359977006912, 46.783548505976796, 47.351631983648986]",636.7666487,None,,,6,1,2021_Feb_17_1451,Heartbeat,2020.2.10,59.86809465
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,636.7666487,None,,,,,,
