task,time,text,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,idresponse.text,heartbeatresponse.text,confidenceslider.response,confidenceslider.rt,text_2.started,text_2.stopped,key_guess.keys,key_guess.rt,key_guess.started,key_guess.stopped,text_3.started,text_3.stopped,key_noguess.keys,key_noguess.rt,key_noguess.started,key_noguess.stopped,text_4.started,text_4.stopped,key_noguess_perturbed.keys,key_noguess_perturbed.rt,key_noguess_perturbed.started,key_noguess_perturbed.stopped,text_perturbed.started,text_perturbed.stopped,participant,session,date,expName,psychopyVersion,frameRate
Count35,35,+,0,0,0,3,ID 011,Enter Number  36 ,0.312962963,3.113399961,,,,,,,,,,,,,,,,,,,,,11,1,2021_Feb_16_1446,Heartbeat,2020.2.10,59.99230176
Count25,25,+,0,1,1,1,,Enter Number  24,0.47962963,14.34626593,,,,,,,,,,,,,,,,,,,,,11,1,2021_Feb_16_1446,Heartbeat,2020.2.10,59.99230176
Count30,30,+,0,2,2,2,,Enter Number  26 ,0.448148148,4.282880917,,,,,,,,,,,,,,,,,,,,,11,1,2021_Feb_16_1446,Heartbeat,2020.2.10,59.99230176
Count40,40,+,0,3,3,4,,Enter Number  31 ,0.687037037,3.047403301,,,,,,,,,,,,,,,,,,,,,11,1,2021_Feb_16_1446,Heartbeat,2020.2.10,59.99230176
Count20,20,+,0,4,4,0,,Enter Number  17,0.72962963,2.280970221,,,,,,,,,,,,,,,,,,,,,11,1,2021_Feb_16_1446,Heartbeat,2020.2.10,59.99230176
,,,,,,,,,,,402.6396688,None,"['space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space']","[1.2640488799661398, 4.968044917564839, 6.327981822192669, 7.744179690256715, 9.264079997781664, 11.088093820493668, 12.496176682412624, 14.112020192667842, 15.600114911329001, 17.200188760180026, 18.719995393417776, 20.39215568685904, 22.08013247838244, 23.71204784605652, 25.288021126762033, 26.736059551127255, 28.232060755137354, 29.384274545125663, 31.288220345042646, 33.015917230863124, 34.68013446731493, 36.47994506591931, 38.1678859279491, 39.632026044186205, 41.19218828016892, 42.78438387438655, 44.344133879989386, 46.008167617954314, 47.488021896686405, 49.08007569657639, 50.74425860773772, 52.29609699547291, 53.808002597186714, 55.36002865433693, 57.104185888078064, 58.75226357858628]",469.1998622,None,,,,,,,,,,,,,,,11,1,2021_Feb_16_1446,Heartbeat,2020.2.10,59.99230176
,,,,,,,,,,,530.1771157,None,,,,,469.1998622,None,"['space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space']","[1.7205474935472012, 3.5126014216803014, 5.95258418796584, 7.9444072670303285, 9.904470311012119, 11.784469528123736, 13.744646457023919, 15.616559539921582, 18.696427998598665, 21.05650894343853, 22.984419932123274, 24.664542209357023, 26.616496021393687, 28.92046613804996, 33.360599040053785, 35.44865981768817, 37.184543889947236, 38.952914614230394, 40.960479765664786, 42.85652325116098, 44.61645110929385, 46.600326319690794, 49.12052240688354, 51.448499416932464, 53.27231434220448, 55.23279924085364, 57.68866683682427]",562.62345,None,,,,,,,,,11,1,2021_Feb_16_1446,Heartbeat,2020.2.10,59.99230176
,,,,,,,,,,,623.6174774,None,,,,,,,,,,,562.62345,None,"['space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space']","[0.871467168442905, 2.9433778137899935, 4.1914760996587574, 5.503554806578904, 7.167471451684833, 8.767451626248658, 10.79155315645039, 12.583210252225399, 14.127459428273141, 15.78338938811794, 17.607516774907708, 18.73550231801346, 20.28747287625447, 21.31921719200909]",690.9444849,None,,,11,1,2021_Feb_16_1446,Heartbeat,2020.2.10,59.99230176
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,690.9444849,None,,,,,,
